matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0195,matlab_sweep_00,195,3.8670396503897297,1,2.1714273919058509,eligible,pmks_positive_0195,matched,
matlab_0196,matlab_sweep_00,196,3.8844929429096724,1,2.1812554284347492,eligible,pmks_positive_0196,matched,
matlab_0197,matlab_sweep_00,197,3.9019462354296155,1,2.1911765684230757,eligible,pmks_positive_0197,matched,
matlab_0198,matlab_sweep_00,198,3.919399527949559,1,2.2011803500099307,eligible,pmks_positive_0198,matched,
matlab_0199,matlab_sweep_00,199,3.9368528204695021,1,2.2112560054891941,eligible,pmks_positive_0199,matched,
matlab_0200,matlab_sweep_00,200,3.9543061129894452,1,2.2213924611581333,eligible,pmks_positive_0200,matched,
matlab_0201,matlab_sweep_00,201,3.9717594055093879,1,2.231578338211536,eligible,pmks_positive_0201,matched,
matlab_0202,matlab_sweep_00,202,3.9892126980293314,1,2.2418019547991204,eligible,pmks_positive_0202,matched,
matlab_0203,matlab_sweep_00,203,4.0066659905492745,1,2.2520513293649844,eligible,pmks_positive_0203,matched,
matlab_0204,matlab_sweep_00,204,4.0241192830692176,1,2.2623141853878539,eligible,pmks_positive_0204,matched,
matlab_0205,matlab_sweep_00,205,4.0415725755891607,1,2.2725779576397538,eligible,pmks_positive_0205,matched,
matlab_0206,matlab_sweep_00,206,4.0590258681091038,1,2.2828298000784137,eligible,pmks_positive_0206,matched,
matlab_0207,matlab_sweep_00,207,4.0764791606290469,1,2.2930565954849391,eligible,pmks_positive_0207,matched,
matlab_0208,matlab_sweep_00,208,4.09393245314899,1,2.3032449669531325,eligible,pmks_positive_0208,matched,
matlab_0209,matlab_sweep_00,209,4.1113857456689331,1,2.3133812913300829,eligible,pmks_positive_0209,matched,
matlab_0210,matlab_sweep_00,210,4.1288390381888753,1,2.3234517146991975,eligible,pmks_positive_0210,matched,
matlab_0211,matlab_sweep_00,211,4.1462923307088193,1,2.333442169986673,eligible,pmks_positive_0211,matched,
